timestamp,hostname,src_ip,dest_ip,dest_port,protocol,bytes_out,bytes_in,action
2026-09-14T05:59:57Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,325,641,allow
2026-09-14T06:01:10Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,44550,637751,allow
2026-09-14T06:01:33Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,322,674,allow
2026-09-14T06:01:50Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,27994,362415,allow
2026-09-14T06:02:12Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,81042,333986,allow
2026-09-14T06:02:27Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,25169,794295,allow
2026-09-14T06:02:57Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,305,625,allow
2026-09-14T06:02:57Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,75956,184162,allow
2026-09-14T06:03:03Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,77931,321062,allow
2026-09-14T06:03:09Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,20145,667794,allow
2026-09-14T06:03:31Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,25709,283229,allow
2026-09-14T06:04:01Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,20467,848533,allow
2026-09-14T06:04:07Z,ws-312,10.0.7.50,140.82.112.3,443,tcp,36650,293597,allow
2026-09-14T06:04:31Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,341,630,allow
2026-09-14T06:06:00Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,303,583,allow
2026-09-14T06:07:29Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,337,686,allow
2026-09-14T06:09:03Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,349,594,allow
2026-09-14T06:10:33Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,307,584,allow
2026-09-14T06:12:00Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,359,692,allow
2026-09-14T06:13:27Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,324,654,allow
2026-09-14T06:15:01Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,312,639,allow
2026-09-14T06:16:30Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,312,687,allow
2026-09-14T06:18:00Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,314,553,allow
2026-09-14T06:19:32Z,ws-311,10.0.7.44,185.199.108.153,443,tcp,311,700,allow
2026-09-14T07:00:00Z,ws-313,10.0.7.55,104.16.132.229,443,tcp,45754,149981,allow
2026-09-14T07:06:00Z,ws-313,10.0.7.55,151.101.1.69,443,tcp,9023,126170,allow
2026-09-14T07:12:00Z,ws-313,10.0.7.55,13.107.42.14,443,tcp,39408,12235,allow
2026-09-14T07:18:00Z,ws-313,10.0.7.55,172.217.6.14,443,tcp,30499,51208,allow
2026-09-14T07:24:00Z,ws-313,10.0.7.55,104.16.132.229,443,tcp,38396,89511,allow
2026-09-14T07:30:00Z,ws-313,10.0.7.55,151.101.1.69,443,tcp,20760,79858,allow
2026-09-14T07:36:00Z,ws-313,10.0.7.55,13.107.42.14,443,tcp,6785,122577,allow
2026-09-14T07:42:00Z,ws-313,10.0.7.55,172.217.6.14,443,tcp,27783,41033,allow
