timestamp,hostname,src_ip,dest_ip,dest_port,protocol,bytes_out,bytes_in,action
2026-09-10T05:08:46Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6338498,40000,allow
2026-09-10T05:28:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,3959642,90000,allow
2026-09-10T05:30:26Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6297589,40000,allow
2026-09-10T05:46:02Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6110854,40000,allow
2026-09-10T06:10:30Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6277243,40000,allow
2026-09-10T06:22:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,1996286,90000,allow
2026-09-10T06:26:36Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6837463,40000,allow
2026-09-10T06:48:36Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6913124,40000,allow
2026-09-10T07:05:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,1408703,90000,allow
2026-09-10T07:11:58Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,7106583,40000,allow
2026-09-10T07:25:38Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6486767,40000,allow
2026-09-10T07:53:37Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6672480,40000,allow
2026-09-10T08:11:13Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6326536,40000,allow
2026-09-10T08:24:16Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6592213,40000,allow
2026-09-10T08:42:46Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6213077,40000,allow
2026-09-10T08:51:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,3173425,90000,allow
2026-09-10T09:02:22Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6113368,40000,allow
2026-09-10T09:24:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,1184453,90000,allow
2026-09-10T09:34:54Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6324737,40000,allow
2026-09-10T09:41:15Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6720261,40000,allow
2026-09-10T10:05:56Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6921619,40000,allow
2026-09-10T10:13:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,3666067,90000,allow
2026-09-10T10:31:55Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6347659,40000,allow
2026-09-10T10:44:34Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6171516,40000,allow
2026-09-10T11:10:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,2193659,90000,allow
2026-09-10T11:11:31Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6590075,40000,allow
2026-09-10T11:29:00Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6805537,40000,allow
2026-09-10T11:54:48Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6609210,40000,allow
2026-09-10T12:02:40Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6472454,40000,allow
2026-09-10T12:27:52Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6013451,40000,allow
2026-09-10T12:28:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,2109301,90000,allow
2026-09-10T12:55:31Z,fs-02,10.0.4.2,52.95.110.1,443,tcp,6498567,40000,allow
2026-09-10T13:05:32Z,fs-02,10.0.4.2,91.198.174.192,443,tcp,300000000,80000,allow
2026-09-10T13:09:00Z,ws-121,10.0.3.21,52.95.110.1,443,tcp,1446313,90000,allow
2026-09-10T13:22:19Z,fs-02,10.0.4.2,91.198.174.192,443,tcp,300000000,80000,allow
2026-09-10T13:49:03Z,fs-02,10.0.4.2,91.198.174.192,443,tcp,300000000,80000,allow
2026-09-10T14:00:00Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,337,567,allow
2026-09-10T14:00:00Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,61074,301792,allow
2026-09-10T14:00:12Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,79824,52700,allow
2026-09-10T14:00:17Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,56252,755981,allow
2026-09-10T14:00:57Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,57733,707992,allow
2026-09-10T14:01:02Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,314,681,allow
2026-09-10T14:01:02Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,89448,791720,allow
2026-09-10T14:01:07Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,46706,286905,allow
2026-09-10T14:01:37Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,9205,543257,allow
2026-09-10T14:02:04Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,328,668,allow
2026-09-10T14:02:52Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,74595,720739,allow
2026-09-10T14:03:05Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,359,625,allow
2026-09-10T14:04:07Z,ws-114,10.0.3.14,45.33.32.156,8443,tcp,346,588,allow
2026-09-10T14:04:22Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,68609,134312,allow
2026-09-10T14:04:27Z,ws-120,10.0.3.20,140.82.112.3,443,tcp,51129,366318,allow
