timestamp,username,ip_address,event_type,status,country,asn,latitude,longitude
2026-09-04T14:00:00Z,carol,73.12.44.6,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-04T14:00:00Z,bob,73.12.45.6,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-05T14:00:00Z,carol,73.12.44.5,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-05T14:00:00Z,bob,73.12.45.5,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-06T14:00:00Z,carol,73.12.44.4,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-06T14:00:00Z,bob,73.12.45.4,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-07T14:00:00Z,carol,73.12.44.3,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-07T14:00:00Z,bob,73.12.45.3,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-08T14:00:00Z,carol,73.12.44.2,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-08T14:00:00Z,bob,73.12.45.2,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-09T14:00:00Z,carol,73.12.44.1,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-09T14:00:00Z,bob,73.12.45.1,login_attempt,SUCCESS,US,7922,40.7128,-74.006
2026-09-10T14:00:00Z,carol,73.12.44.9,login_attempt,SUCCESS,US,7922,40.7128,-74.0060
2026-09-10T14:40:00Z,carol,185.107.56.10,login_attempt,SUCCESS,NL,9009,52.3676,4.9041
2026-09-10T12:00:00Z,bob,73.12.45.9,login_attempt,SUCCESS,US,7922,40.7128,-74.0060
2026-09-10T14:00:00Z,bob,73.61.2.14,login_attempt,SUCCESS,US,7922,42.3601,-71.0589
2026-09-10T14:15:00Z,dan,81.2.69.160,login_attempt,SUCCESS,GB,20712,51.5074,-0.1278
2026-09-10T14:20:00Z,bob,202.14.81.3,login_attempt,FAILED,AU,4739,-33.8688,151.2093
